,Token ID,Token Name,Symbol,Listed Date,1st Day Price,2nd Day Price,Price Change 1 Day (%),31st Day Price,Price Change 30 Days (%),1st Day Volume,2nd Day Volume,31st Day Volume,Volume Change 1 Day (%),Volume Change 30 Days (%),binance-launchpad_cat,binance-launchpool_cat
0,fc-barcelona-fan-token,FC Barcelona Fan Token,bar,2020-06-25,6.261206440613589,6.261206440613589,0.0,4.055994843899642,-35.22023459264568,311876.95401340345,311876.95401340345,148372.34738469278,0.0,-52.425998306269136,1,0
1,the-sandbox,The Sandbox,sand,2020-08-14,0.0809199456837093,0.0664034329274496,-17.939350593486825,0.0492738526911113,-39.10790192110686,38413022.85830442,141056015.71059108,6050310.781794421,267.2088401657682,-84.24932397506846,1,0
2,wink,WINkLink,win,2019-08-02,0.0004597310338352,0.0003794683310202,-17.45862186969682,0.0003111148511879,-32.32676754654873,51383871.2066066,13095698.945063615,18042266.82967065,-74.51398923913725,-64.88729555403584,1,0
3,harmony,Harmony,one,2019-06-02,0.0234193931084474,0.0205032768010875,-12.451715951204845,0.0194157690353373,-17.095336563892417,647079108.3489987,106395567.43338232,16764704.028112398,-83.55756412769264,-97.40917241620008,1,0
4,perlin,PERL.eco,perl,2019-08-27,0.1148803167079523,0.112058572145475,-2.4562471999887703,0.0362463432952994,-68.44860430926165,61873985.387319095,30628170.35927647,3645707.819251828,-50.499114987421464,-94.10785034060694,1,0
5,arkham,Arkham,arkm,2023-07-18,0.6468294572281927,0.6468294572281927,0.0,0.3793711690078849,-41.3491199622271,172279576.75118637,172279576.75118637,16717363.372470042,0.0,-90.2963754104098,1,0
6,hooked-protocol,Hooked Protocol,hook,2022-12-01,2.556925328751827,2.556925328751827,0.0,1.1726789946741534,-54.13714348683772,422162435.40140706,422162435.40140706,14193134.694880867,0.0,-96.63799203702584,1,0
7,space-id,SPACE ID,id,2023-03-22,0.4412058101256448,0.4412058101256448,0.0,0.7419650433771929,68.16755952644844,364631088.0241892,364631088.0241892,226222885.67370272,0.0,-37.95842068773485,1,0
8,matic-network,Polygon,matic,2019-04-27,0.0054704582992207,0.0052070307417457,-4.8154568240199485,0.0243974795086562,345.98602482961655,43158348.3665803,9750768.053556936,95178261.24083906,-77.40699442264234,120.53267755385288,1,0
9,axie-infinity,Axie Infinity,axs,2020-11-04,0.1456996382650342,0.1456996382650342,0.0,0.5120459436153283,251.4394062419657,18855236.284391005,18855236.284391005,8957752.445796711,0.0,-52.4919639791932,1,0
10,bread,Bread,brd,2018-01-11,2.555834874575401,2.781246849867488,8.819504637580877,0.8156618115103479,-68.08628680889045,25571128.35062031,21172842.9371541,6008894.196596333,-17.200200762198737,-76.50125518825388,1,0
11,alpha-finance,Stella,alpha,2020-10-10,0.0516520170742041,0.0516520170742041,0.0,0.0491208244857631,-4.90047191149311,49250988.45425818,49250988.45425818,10118598.038583962,0.0,-79.45503561216523,1,0
12,ac-milan-fan-token,AC Milan Fan Token,acm,2021-02-11,6.5563750237023,6.5563750237023,0.0,12.867693275562193,96.2623130776307,1554903.3442462136,1554903.3442462136,19836103.74223189,0.0,1175.7129769920227,1,0
13,edu-coin,Open Campus,edu,2023-04-28,1.3985661096136326,1.3985661096136326,0.0,1.17576601377787,-15.930608807424427,497432240.7134296,497432240.7134296,42012218.77987047,0.0,-91.55418259186104,1,0
14,tokocrypto,Tokocrypto,tko,2021-04-07,2.9473870534211883,2.9473870534211883,0.0,3.667248992054855,24.4237328042167,1317812250.7456691,1317812250.7456691,109749429.85931468,0.0,-91.67184628939258,1,0
15,linear,Linear,lina,2020-09-17,0.0121889632623715,0.0121889632623715,0.0,0.0081855658449126,-32.84444567831118,2514351.993824898,2514351.993824898,1683578.0057658562,0.0,-33.041276245305916,1,0
16,stepn,GMT,gmt,2022-03-09,0.1357381077061364,0.1357381077061364,0.0,2.1961799749359563,1517.9538760703315,325461517.9504355,325461517.9504355,1180151222.79571,0.0,262.6085290290556,1,0
17,elrond-erd-2,MultiversX,egld,2020-09-03,17.59069080196593,17.59069080196593,0.0,9.420531408966228,-46.44592691087838,47140114.42688421,47140114.42688421,5777801.0733871125,0.0,-87.74334525142346,1,0
18,alpine-f1-team-fan-token,Alpine F1 Team Fan Token,alpine,2022-02-21,5.334102306725268,5.334102306725268,0.0,8.849212617322795,65.89881686681665,436533628.4856038,436533628.4856038,39112766.75829282,0.0,-91.0401480651146,1,0
19,kava,Kava,kava,2019-10-26,1.2851150600012171,0.9628443684494123,-25.07718581645908,1.1962473338182873,-6.915157167549313,118967187.44247508,45028376.9009761,10629983.272784265,-62.150591378190775,-91.06477718663037,1,0
20,league-of-kingdoms,League of Kingdoms,loka,2022-01-20,2.3614512674646506,2.3614512674646506,0.0,1.8810633170001152,-20.342911881484603,336890502.1463907,336890502.1463907,12366641.786493834,0.0,-96.3291806365262,1,0
21,troy,TROY,troy,2019-12-06,0.0095329696617121,0.0092030794125671,-3.460519238511428,0.0063917192634185,-32.951436013796084,62282679.231722996,24926423.73159951,984232.3950460237,-59.97856219566175,-98.4197333718028,1,0
22,coin98,Coin98,c98,2021-07-23,0.742326369942498,0.742326369942498,0.0,2.776318027433374,274.002344500901,382760900.63399535,382760900.63399535,863988988.6357518,0.0,125.72550832769558,1,0
23,fetch-ai,Artificial Superintelligence Alliance,fet,2019-03-01,0.3545983541120664,0.4398964080415009,24.05483639173265,0.2109934453572642,-40.49790617736981,140739360.81392708,119059415.52718568,30601878.583673205,-15.404322686533067,-78.25634676277076,1,0
24,celer-network,Celer Network,celr,2019-03-26,0.0242382855058157,0.0182462401119129,-24.721407759905738,0.0143203092831331,-40.918637666442514,224762169.0136091,121477149.9967051,24603929.19543467,-45.95302646801305,-89.05334945671176,1,0
25,injective-protocol,Injective,inj,2020-10-21,0.7679148564020464,0.7679148564020464,0.0,1.299749316152544,69.25695672073995,49320208.30497628,49320208.30497628,7570327.167849103,0.0,-84.65065856770666,1,0
26,fc-porto,FC Porto,porto,2021-11-16,8.2646468793879,8.2646468793879,0.0,3.4146173436972163,-58.68405034686599,367823998.05873555,367823998.05873555,9786545.158994423,0.0,-97.3393402250411,1,0
27,voxies,Voxies,voxel,2021-12-14,2.873962770065507,2.873962770065507,0.0,2.6229096288016023,-8.735434706350853,576459659.7142648,576459659.7142648,28216977.77451035,0.0,-95.10512534589208,1,0
28,wazirx,WazirX,wrx,2020-02-06,0.0653715133411972,0.1214259434052489,85.74748724491594,0.1540266442337733,135.61737576710703,55106416.183226965,149626978.0339996,55747005.36129553,171.52369614546328,1.1624584257822643,1,0
29,gifto,Gifto,gft,2017-12-20,0.289216969746827,0.29083480081949,0.5593831766093071,0.5342464170063921,84.72167019592851,8888037.56828036,9632423.60208773,18118014.31631638,8.37514499785572,103.84718423081353,1,0
30,lazio-fan-token,Lazio Fan Token,lazio,2021-10-21,23.437444931217797,23.437444931217797,0.0,6.883756530165017,-70.62923646170957,951932206.1927576,951932206.1927576,81868753.30665074,0.0,-91.39972859684158,1,0
31,safepal,SafePal,sfp,2021-02-08,1.3181544980616873,1.3181544980616873,0.0,2.148526772494624,62.995064361118345,357407438.5247845,357407438.5247845,33933240.726361156,0.0,-90.50572621923536,1,0
32,beta-finance,Beta Finance,beta,2021-10-08,3.2011850527657795,3.2011850527657795,0.0,1.745600186674374,-45.47018813654026,1774616867.8937314,1774616867.8937314,18901883.547764827,0.0,-98.9348752460468,1,0
33,bittorrent,BitTorrent,btt,2022-01-21,2.1752455005817014e-06,2.1752455005817014e-06,0.0,2.024610943344329e-06,-6.924945124450998,1415333.8444363934,1415333.8444363934,108805339.204602,0.0,7587.609508690149,1,0
34,band-protocol,Band Protocol,band,2019-09-19,0.6375654590792568,0.6012501568712341,-5.695933129826014,0.3644845407724542,-42.83182446884336,21721908.34260728,7339748.675069211,1462573.6548822308,-66.21038741484617,-93.26682705859038,1,0
35,cartesi,Cartesi,ctsi,2020-04-24,0.0567474159637056,0.0522213353668724,-7.97583558646614,0.032734320480328,-42.31575143216357,91826188.7022762,18683637.12489215,3818194.269077521,-79.6532586303138,-95.84193319679522,1,0
36,dego-finance,Dego Finance,dego,2020-09-16,1.1918098746565364,1.1918098746565364,0.0,1.2093566956862802,1.4722835749956031,6763310.258759142,6763310.258759142,924153.6500997536,0.0,-86.33577915632533,1,0
37,atletico-madrid,Atletico Madrid Fan Token,atm,2020-06-22,4.8572251579018095,4.8572251579018095,0.0,4.099939568506415,-15.59090972267222,182558.8075597395,182558.8075597395,131513.76153898027,0.0,-27.960878307147983,0,1
38,dodo,DODO,dodo,2020-09-30,0.5344227911600844,0.5344227911600844,0.0,0.274288420254519,-48.67576293684732,15289.164171688906,15289.164171688906,202283.24089845625,0.0,1223.0497012585297,0,1
39,highstreet,Highstreet,high,2021-10-15,5.684114047068732,5.684114047068732,0.0,27.34245456998424,381.03282839802625,6918913.907391755,6918913.907391755,1467958.0925281628,0.0,-78.78340282627474,0,1
40,litentry,Litentry,lit,2021-02-04,3.0403396634781843,3.0403396634781843,0.0,7.68399705830191,152.73482271093775,312334724.715118,312334724.715118,31342784.36886954,0.0,-89.96500168290366,0,1
41,sleepless-ai,Sleepless AI,ai,2024-01-04,1.2281619727493165,1.2281619727493165,0.0,1.172292913390718,-4.548997656516907,463493659.26682115,463493659.26682115,42306323.202235825,0.0,-90.87229731056983,0,1
42,anchor-protocol,Anchor Protocol,anc,2021-03-17,3.4185702540378835,3.4185702540378835,0.0,5.581566023049052,63.27194143388808,8978030.960863288,8978030.960863288,3796853.156105548,0.0,-57.709511443470696,0,1
43,renzo,Renzo,rez,2024-04-30,0.1601864931125615,0.1601864931125615,0.0,0.1407326767868272,-12.144479817074403,373741386.54483664,373741386.54483664,70401235.89392485,0.0,-81.16311480920805,0,1
44,merit-circle,Merit Circle,mc,2021-11-03,2.8682258432575964,2.8682258432575964,0.0,9.2586479135713,222.80051918979163,26162763.76669964,26162763.76669964,231163074.89842504,0.0,783.5575513342854,0,1
45,cyberconnect,CYBER,cyber,2023-08-15,4.673191847101232,4.673191847101232,0.0,4.942330889362646,5.759212355648535,99396604.99325882,99396604.99325882,38436232.18618424,0.0,-61.33043760519685,0,1
46,wing-finance,Wing Finance,wing,2020-09-16,96.8823571295414,96.8823571295414,0.0,17.55120080282358,-81.88400724049698,103329772.85319884,103329772.85319884,3696174.086345338,0.0,-96.42293408348384,0,1
47,mobox,Mobox,mbox,2021-04-13,3.5884847322884386,3.5884847322884386,0.0,1.2845516355193751,-64.20350840673092,14407688.823497806,14407688.823497806,3363.2766461309307,0.0,-99.97665637641586,0,1
48,unifi-protocol-dao,Unifi Protocol DAO,unfi,2020-11-19,3.983114735895475,3.983114735895475,0.0,9.940835839895929,149.57442853227408,70001540.68096115,70001540.68096115,26802430.937964108,0.0,-61.71165566181065,0,1
49,nfprompt-token,NFPrompt,nfp,2023-12-27,1.136429863731892,1.136429863731892,0.0,0.4918960459024252,-56.71567057494418,416402896.7148205,416402896.7148205,18841028.54834648,0.0,-95.4752887895374,0,1
50,hashflow,Hashflow,hft,2022-11-07,1.0234946883273164,1.0234946883273164,0.0,0.4845076465123024,-52.66144006041431,588081879.8181772,588081879.8181772,19865899.53641483,0.0,-96.62191605996142,0,1
51,aevo-exchange,Aevo,aevo,2024-03-13,3.22264744251245,3.22264744251245,0.0,2.4409637055544926,-24.25594952293444,807773453.9475273,807773453.9475273,91028309.96741498,0.0,-88.73096045400271,0,1
52,automata,Automata,ata,2021-06-07,1.4977998086460398,1.4977998086460398,0.0,0.4526546540103704,-69.7786946294542,916850618.062446,916850618.062446,7055314.794834102,0.0,-99.23048371721188,0,1
53,alpha-finance,Stella,alpha,2020-10-10,0.0516520170742041,0.0516520170742041,0.0,0.0491208244857631,-4.90047191149311,49250988.45425818,49250988.45425818,10118598.038583962,0.0,-79.45503561216523,0,1
54,sui,Sui,sui,2023-05-03,1.4005671793178134,1.4005671793178134,0.0,0.9460909620025356,-32.44944077131977,1203334906.8525977,1203334906.8525977,64604991.81030515,0.0,-94.63117113594886,0,1
55,as-roma-fan-token,AS Roma Fan Token,asr,2020-06-22,4.217052198768711,4.217052198768711,0.0,3.1570082893359377,-25.137082954350987,264539.90148095996,264539.90148095996,218041.93451127587,0.0,-17.57692004471799,0,1
56,alien-worlds,Alien Worlds,tlm,2021-04-14,0.727093167024484,0.5686745204083797,-21.787943251400364,0.3627710613638977,-50.10666062940985,918323264.4270046,652558983.5095556,93696018.07681017,-28.94016641114661,-89.79705494717348,0,1
57,bella-protocol,Bella Protocol,bel,2020-09-15,6.3620744984269555,6.3620744984269555,0.0,1.0217489436716198,-83.9400034701849,232704320.9062158,232704320.9062158,2889979.4186729826,0.0,-98.75808948995078,0,1
58,xion-2,XION,xion,2024-12-05,7.940276785835389,6.202157683425733,-21.889905721048375,5.068242389712259,-36.17045694485783,1421882.814625781,4258807.854851601,108797026.52188976,199.51890627305016,7551.61695484192,0,1
59,paris-saint-germain-fan-token,Paris Saint-Germain Fan Token,psg,2020-06-13,5.468367634301183,5.468367634301183,0.0,4.7417490696898525,-13.287668518361915,400300.9159337495,400300.9159337495,174154.9598315689,0.0,-56.493989171787995,0,1
60,neutron-3,Neutron,ntrn,2023-07-05,0.440336637444653,0.440336637444653,0.0,0.3631898702747664,-17.51995192078093,384869.3379549589,384869.3379549589,74577.8579591982,0.0,-80.622551446817,0,1
61,ether-fi,Ether.fi,ethfi,2024-03-18,3.143911273353577,3.143911273353577,0.0,3.819812934850304,21.49875116468378,368846539.2439854,368846539.2439854,165005216.40187111,0.0,-55.26453447548193,0,1
62,scroll,Scroll,scr,2024-10-22,1.332112872060973,1.3134804253616528,-1.3987138094757046,1.0357733560010247,-22.245826331628173,404792.6282452346,2353810.7248679125,345069868.5152188,481.4855707900661,85146.0851402081,0,1
63,btc-standard-hashrate-token,BTC Standard Hashrate Token,btcst,2021-03-18,52.597277858921736,57.42734279346217,9.183108197150048,77.03762231142562,46.46693792416148,4226245.203723669,17469692.581027318,65378006.401497446,313.3620208698512,1446.952513401117,0,1
64,santos-fc-fan-token,Santos FC Fan Token,santos,2021-12-01,10.664317692911895,10.664317692911895,0.0,3.5828324446955024,-66.40354734483526,300185719.4183799,300185719.4183799,829412.1015640829,0.0,-99.72370034684825,0,1
65,project-galaxy,Galxe,gal,2022-05-05,17.05740245565055,17.05740245565055,0.0,4.331603427560199,-74.60572652358752,944125166.4398208,944125166.4398208,45674957.649562426,0.0,-95.16219254891838,0,1
66,mines-of-dalarnia,Mines of Dalarnia,dar,2021-11-04,3.321880299113976,3.321880299113976,0.0,2.8481653663901256,-14.260445593123904,1304655895.5162702,1304655895.5162702,110683596.06397378,0.0,-91.51626138015688,0,1
67,benqi,BENQI,qi,2021-08-19,0.0637152295887275,0.0637152295887275,0.0,0.2072753701869961,225.3152684608191,11921168.053717997,11921168.053717997,19790788.190103568,0.0,66.01383439042436,0,1
68,xai-blockchain,Xai,xai,2024-01-09,0.6057180374847909,0.6057180374847909,0.0,0.8735579532319624,44.21858012671394,297709738.67140037,297709738.67140037,47715981.44855016,0.0,-83.97231422072589,0,1
69,io,io.net,io,2024-06-11,4.169179338089456,4.169179338089456,0.0,2.398109953839196,-42.48004800536741,943998709.2543248,943998709.2543248,152323569.74808395,0.0,-83.86400656538969,0,1
70,manta-network,Manta Network,manta,2024-01-18,2.1581555941137074,2.1581555941137074,0.0,2.977262477232447,37.95402358165576,46198167.70975757,46198167.70975757,178983146.45703977,0.0,287.4247731674357,0,1
71,notcoin,Notcoin,not,2024-05-16,0.00748639464426,0.00748639464426,0.0,0.019756040213449,163.89258317548635,951849879.8880186,951849879.8880186,1470839595.2812076,0.0,54.524324303559936,0,1
72,altlayer,AltLayer,alt,2024-01-26,0.3225318861624857,0.3606458794487854,11.81712411128819,0.5092448788638434,57.8897779450231,603079833.3396472,304529185.75906837,119966010.73164876,-49.50433277254667,-80.1077727856827,0,1
73,maverick-protocol,Maverick Protocol,mav,2023-06-28,0.5190653633135642,0.5190653633135642,0.0,0.3066550673895136,-40.92168557888053,150830569.98846138,150830569.98846138,6922250.9826772325,0.0,-95.41057825134072,0,1
74,kava-lend,Kava Lend,hard,2020-11-06,0.844444152469503,0.844444152469503,0.0,0.7408979284906366,-12.262057079328992,19663226.464189205,19663226.464189205,13616498.104910016,0.0,-30.751455618392686,0,1
75,certik,Shentu,ctk,2020-10-27,1.3655354315207775,1.3655354315207775,0.0,1.1265306542143176,-17.50264195197657,41567464.91758845,41567464.91758845,4311448.373320521,0.0,-89.62782940487618,0,1
76,ethena,Ethena,ena,2024-04-02,0.7872579260548075,0.7872579260548075,0.0,0.7995770922810531,1.5648195868894987,1941471419.2454216,1941471419.2454216,611244904.2363563,0.0,-68.51640986433245,0,1
77,og-fan-token,OG Fan Token,og,2020-06-22,3.045893138456351,3.045893138456351,0.0,2.927591869669208,-3.8839599227403543,248523.55884606903,248523.55884606903,186730.59222311107,0.0,-24.864027744440676,0,1
78,endurance,Fusionist,ace,2023-12-18,13.83041048752574,13.83041048752574,0.0,9.47320262618469,-31.50454475137241,763082110.3056469,763082110.3056469,50033122.481743544,0.0,-93.44328456845842,0,1
79,omni-network,Omni Network,omni,2024-04-17,27.061331092310063,27.061331092310063,0.0,14.252420082053735,-47.332893443280035,596234885.5971364,596234885.5971364,56285199.51807875,0.0,-90.55989495453484,0,1
80,reef,Reef,reef,2020-12-29,0.0237336635859654,0.0237336635859654,0.0,0.018289948777751,-22.936681429298932,293355440.86368424,293355440.86368424,45013435.63065138,0.0,-84.65566703036944,0,1
81,my-neighbor-alice,My Neighbor Alice,alice,2021-03-15,20.913967088278223,20.913967088278223,0.0,12.772671650749343,-38.927552114643426,2345537171.7728305,2345537171.7728305,61787764.561847,0.0,-97.36573074579988,0,1
82,flamingo-finance,Flamingo Finance,flm,2020-09-28,0.9472061262655476,0.9472061262655476,0.0,0.1929399694417858,-79.63062483532804,93598781.95494483,93598781.95494483,6993309.080105116,0.0,-92.52841871011586,0,1
83,saga-2,Saga,saga,2024-04-09,6.522605364608942,6.522605364608942,0.0,2.8297374836701414,-56.616454231248795,3003790081.2290154,3003790081.2290154,92964236.95085098,0.0,-96.90510207315106,0,1
84,juventus-fan-token,Juventus Fan Token,juv,2020-04-17,2.606973074336719,2.509503503261536,-3.73880236948676,4.89845816150208,87.89830281420814,363660.6475149074,174085.61315314454,143759.95012376303,-52.12965319652621,-60.46865364560241,0,1
85,venus,Venus,xvs,2020-10-06,3.4622277243569464,3.4622277243569464,0.0,2.1632803193122108,-37.517676723185346,108071755.31830868,108071755.31830868,1423596.6071979748,0.0,-98.68273018884076,0,1
86,manchester-city-fan-token,Manchester City Fan Token,city,2021-05-25,22.966325419250097,22.966325419250097,0.0,11.282926635942564,-50.87186813748903,20181268.034633897,20181268.034633897,466977.7676083908,0.0,-97.68608312021333,0,1
87,memecoin-2,Memecoin,meme,2023-11-03,0.02651745070218,0.02651745070218,0.0,0.0314856027985083,18.73540617507332,728355275.6914449,728355275.6914449,214345652.52384177,0.0,-70.5712775512804,0,1
88,beam-2,Beam,beam,2023-10-26,0.0047953499074576,0.0047953499074576,0.0,0.008436227660081,75.92517382227324,4310534.857786878,4310534.857786878,12840299.087441891,0.0,197.881806111513,0,1
89,radiant-capital,Radiant Capital,rdnt,2022-07-26,0.1604301203694657,0.1604301203694657,0.0,0.123149086160914,-23.238176299247716,6975901.346021815,6975901.346021815,253814.40605004795,0.0,-96.36155396327683,0,1
